Itemname,ItemName,Category,Tags,PriceTags
COREX T SYP,,syrup,1*100ML,85.664
COSCOPIN BR SYP,,syrup,100ML,54
COSCOPIN LINCTUS SYP,,syrup,1*100ML,60.05
COSCOPIN LS,,syrup,100ML,62.885
COSCOPIN-PAED SYP,,syrup,1*50ML,44.51
COSCOPIN PLUS SYP,,syrup,1*100ML,67.7233
CREMAFFIN PLUS SYP,,syrup,1*225ML,168.342
CREMAFFIN SF,,syrup,225ML,144.2667
CREMAFFIN SYP (PINK),,syrup,1*170ML,131.15
CROCIN DS 240,,syrup,1*60ML,42.0867
CROCIN DROPS,,syrup,1*15ML,21.6
CYLI P SYP,,syrup,60ML,30.64
CYNOCAL-16 SYP,,syrup,1*200ML,90.39
CYP-L SYP,,syrup,1*200ML,74.905
CYPON DROP,,syrup,1*15ML,36.48
CYPON SYP,,syrup,1*200ML,67.74
CYSTONE SYP 100ML,,syrup,1*100ML,66.535
DEFCORT SYP,,syrup,30ML,53.65
DERIPHYLLIN SYP,,syrup,200ML,37.95
DIALEX DC SYP,,syrup,100ML,91.5867
DIGENE GEL-0RANGE,,syrup,1*170ML,70.2333
DIGENE GEL- MINT,,syrup,1*200ML,82.755
DIGENE MINT FLAVOUR,,syrup,450ML,106.29
DIGENE ORANGE SYP,,syrup,1*200,77.675
DIGEN SYP PINK,,syrup,1*170ML,81.2733
DILO BM SYP,,syrup,100ML,60.4
DILO DX SYP,,syrup,100ML,48.04
DILO LS SYP,,syrup,100ML,64.21
DIOF-DS SYP,,syrup,30ML,21.705
DIOF SYP,,syrup,30ML,16.8133
DIVYA HERBAL PEYA,,syrup,2GM,58.4
DOLO DROPS,,syrup,1*15ML,20.7733
DOLOFRESH SYP,,syrup,60ML,16.13
DIVYA PEYA 100GM,,syrup,100GM,57.77
DIVYA SWASARI PRAVAHI,,syrup,250ML,41.664
DOLO 120 SYP,,syrup,60 ML,24.866
DOLO-125 SYP,,syrup,1*60ML,32.815
DOLO-250 SYP,,syrup,1*60ML,28.1517
DOLO-MF SYP,,syrup,60ML,33.6
DOLOPAR 125MG/5ML,,syrup,60ML,17.0433
DOLOPAR-250  SYRP,,syrup,1*60ML,25.374
DOLOPAR DROPS,,syrup,1*15ML,20.3867
DOLOPAR-M,,syrup,60ML,33.52
DOLOPAR MDS SYP,,syrup,60ML,34.21
DOLO syrup,,syrup,1*60ML,36.0933
DOMSTAL BABY,,syrup,10ML,53.17
DOMSTAL SUSP 30ML,,syrup,1*30ML,27.07
DOMWAYS DROP,,syrup,5ML,34.85
DOXCEF 100 SYP,,syrup,1*30ML,110.61
DOXEF 50 SUSP,,syrup,1*30ML,57.61
DUET SYP,,syrup,1*60ML,43.47
DUOFLAM DS SYP,,syrup,1*60ML,36.22
DUOFLAM KID SYP,,syrup,1*60ML,27.62
D-UP DROP,,syrup,30ML,34.335
DUPHALAC 450ML,,syrup,450ML,395.14
DUPHALAC SYP,,syrup,1*150ML,130.47
DUPHALAC SYP 250ML,,syrup,1*250ML,217.46
ELTOCIN SYP,,syrup,1*60ML,30.95
ELTUREX DX SYP,,syrup,100ML,20.004
ELTUREX-T  SYP,,syrup,1*100ML,48.008
EMESET 2MG SYP,,syrup,30ML,23.77
ENTROFLORA SUSPENSION,,syrup,5ML,24.385
ENZOX DROP,,syrup,15ML,33.16
EPILEX ORAL SOLUTION 100ML,,syrup,1*100ML,45.35
EPTOIN SYP,,syrup,1*200ML,52.03
ETOLIN PD,,syrup,100ML,31.25
EVECARE FORTE syrup,,syrup,200ML,107.18
EVECARE SYRP 400ML,,syrup,1*400ML,135.33
EVECARE syrup 200ML,,syrup,1*200ML,86.86
EVICT 450ML,,syrup,450ML,392.45
EVICT FIBER,,syrup,100GM,172.8
EVICT SYP,,syrup,100ML,87.9
EVICT SYP,,syrup,1*200ML,172.57
EVICT XF SYP,,syrup,90ML,126.73
EXTRAMMUNE SYP,,syrup,200ML,84.475
F-22 SYP,,syrup,200ML,196.95
FAA 20 SYP,,syrup,150ML,136.745
FASTCLAV 125 DRY SYP,,syrup,1*30ML,140.55
FEBREX PLUS AF,,syrup,60ML,46.0033
FEBREX PLUS DROP,,syrup,15ML,44.775
FEBREX PLUS DS,,syrup,60ML,52.255
FEBREX PLUS SYP,,syrup,1*60ML,47.715
FERADOL FOOD SUPP,,syrup,450G,218.88
FERICIP XT SYP,,syrup,SYP,48.005
FERIKIND DROP,,syrup,15ML,61.33
FEXY SUS,,syrup,60ML,87.285
FERIKIND M SYP,,syrup,170ML,95.04
FERONIA-XT DROP,,syrup,15ML,72.115
FERONIA-XT SYP,,syrup,150ML,118.808
FERRADOL,,syrup,450G,199.68
FLAGYL SUSP,,syrup,1*60ML,14.68
FLEXON SYP,,syrup,100ML,29.7567
FLORA BC SYP,,syrup,1*60ML,30.4167
FOLOUP 100DS,,syrup,30ML,96
FOLOUP 50 DS,,syrup,30ML,60.675
FOLOUP CV 100,,syrup,30ML,114.43
FOLOUP CV 50 SYP,,syrup,30ML,74.31
FOURTS B DROP,,syrup,15ML,45.31
FOURTS B SYP,,syrup,200ML,94.945
FREEGO PEG SYP,,syrup,200ML,248.06
GARDENAL SYP,,syrup,100ML,37.455
GASEX SYRP,,syrup,1*200ML,62.8267
GASTICA DROP,,syrup,1*15ML,40.475
GELUSIL MPS EXTRA COOL,,syrup,200ML,83.8767
GELUSIL MPS SYP,,syrup,200ML,79.4833
GENOPLEX-L SYP,,syrup,200ML,48
GERIFORTE syrup 200ML,,syrup,1*200ML,73.91
GLOBAC Z SYP,,syrup,200ML,100.21
GRAMOCEF O 100 SYP,,syrup,30ML,49.495
GRAMOCEF-O 50 D/S,,syrup,1*30ML,33.31
GRAMOGYL SYP,,syrup,1*60ML,17
GRAMONEG 30ML SYRP,,syrup,1*30,16.9133
GRANDEM SYP 10ML,,syrup,1*10ML,28.925
GRANDRED XT SYP,,syrup,150ML,105.57
GRANIFORCE SYP,,syrup,10ML,30.945
GRILINCTUS-BM PED-SYP,,syrup,1*30ML,27.84
GRILINCTUS-BM SYP,,syrup,1*100 M,61.95
GRILINCTUS-L,,syrup,1*100ML,75.5867
GUDCEF CV 100,,syrup,30ML,105.59
GUDCEF CV DRY syrup,,syrup,1*30ML,61.24
GUDCEF DROPS,,syrup,1*10ML,45.7567
GUDCEF DRY syrup,,syrup,1*30ML,62.215
GUDLAX-PLUS SYP,,syrup,1*110ML,59.6267
HAEM UP syrup,,syrup,1*200ML,100.84
HATRIC-3 DROP,,syrup,1*15ML,33.02
HATRIC 3 SUSPENSION,,syrup,1*60ML,18.425
GUT OK SYP,,syrup,50ML,92.46
HATRIC SYP,,syrup,1*30ML,26.12
HEALTH OK DROP,,syrup,1*15ML,38.405
HEALTH OK SYP,,syrup,1*200ML,84.485
HEMFER SYP,,syrup,1*200ML,94.465
HEMO FORTE SYP,,syrup,300ML,72.015
HEMOLAB FORTE SYP,,syrup,300ML,60.01
HEMPUSAPA SYP,,syrup,1*454ML,432.305
HEMPUSHPA TONIC,,syrup,1*170ML,198.905
HEMPUSHPA TONIC,,syrup,1*454ML,423.67
HICOPE DROP,,syrup,15ML,29.8867
HICOPE SYP,,syrup,100ML,40.26
HIZET SYRP 100ML,,syrup,1*100ML,50.7067
IBUCON PLUS SYP,,syrup,1*110ML,28.155
IBUCON-PLUS SYP 70ML,,syrup,1*70ML,21.59
IBUGESIC PLUS,,syrup,1*100 M,28.8067
IBUGESIC PLUS,,syrup,1*60ML,20.4883
IBUGESIC-PLUS SYP,,syrup,1*60L,20.692
IBUGESIC PLUS SYR,,syrup,1*100ML,25.8933
KEFCLAV 50MG SYP,,syrup,30ML,72.185
KOFLET COUGH SYP,,syrup,1*100ML,53.159
KOFLET EX SYP,,syrup,100ML,49.58
KOFLET-SF LINTUS 100ML,,syrup,1*100ML,53.72
KUFFDRYL SYP,,syrup,1*100ML,12
KUFFDRYL SYP,,syrup,1*50ML,9.5
LACSIL FORTE DRY SYP,,syrup,60ML,38.02
LACTIHEP SYP,,syrup,200ML,205.6433
LACTIHEP syrup,,syrup,450ML,395.37
LARIA GO SYP,,syrup,1*60ML,14.29
LAVETA M SYP,,syrup,60ML,64.75
LAVETA SYP,,syrup,30ML,30.25
LAXSIA PLUS,,syrup,200ML,91.4
LAXSIA SYP,,syrup,200ML,72.28
LCF KID SYP,,syrup,1*60ML,27.265
LCF SYP,,syrup,1*100ML,59.89
L-CIN OZ SUP,,syrup,1*30ML,53.76
L CIN SYP,,syrup,60ML,60.8
LCZ SYP,,syrup,60ML,58.185
LECOPE syrup,,syrup,1*30ML,27.045
LEVERA SOLUTION,,syrup,100ML,313.1
LEVERA SOLUTION,,syrup,200ML,600.02
LEVIPIL SYP,,syrup,100ML,312.41
LEVOLIN 1MG SYP,,syrup,100ML,16.0133
LEZYNCET SYP,,syrup,30ML,37.2867
LICZYN-M SYP,,syrup,60ML,55.31
LIV.52 DROP,,syrup,1*100ML,83.245
LIV-52 DROPS 100ML,,syrup,1*100ML,84.13
LIV-52 DROPS,,syrup,1*60ML,59.1333
LIV-52 DS SYP,,syrup,1*200ML,150.5117
LIV-52 DS SYRIP,,syrup,1*100ML,81.305
LIV-52 SYRP,,syrup,1*100ML,54.2967
LIV.52 SYRP,,syrup,1*200ML,90.4667
LIVOGEN TONIC SYP,,syrup,150ML,99.85
LIVOMYN DROP,,syrup,60ML,49.915
LIVOMYN SYP,,syrup,1*200ML,92.16
LIVSET SYP,,syrup,100ML,63.38
LIVSET SYP,,syrup,200ML,116.175
LOOZ,,syrup,200ML,175.795
LOOZ,,syrup,500ML,439.49
LOOZ FIBER,,syrup,180G,310.265
LOOZ FIBRE,,syrup,90 GM,188.92
LOOZ PEG SYRP,,syrup,200 ML,250.3733
LUKOL SYP,,syrup,200ML,93.1
LUMERAX DRY SYP,,syrup,1*60ML,161.62
LUMEREX DRY syrup,,syrup,30ML,117.4967
LUPIFIT PLUS,,syrup,200ML,116.815
LUPIFIT SYP,,syrup,1*110ML,84.485
LYCODYL SYP,,syrup,200ML,117.58
LYCOFAR SYP,,syrup,200ML,127.34
M2 TONE FORTE SYP,,syrup,200ML,100.62
M2 TONE SYP,,syrup,1*200ML,87.985
M2-TONE syrup,,syrup,450ML,140.655
MACBERY DROP,,syrup,1*15ML,36.095
MACBERY DX SYP,,syrup,1*100ML,55.5033
MACBERY JUNIOR SYP,,syrup,60ML,45.38
MACBERY-LS SYP,,syrup,1*100ML,63.3567
MACBERY PD SYP,,syrup,60ML,49.925
MACBERY SYP,,syrup,100ML,76.0267
MACBERY-XT SYP,,syrup,1*100ML,76.03
MACPOD 50 O/S,,syrup,30ML,65.9
MACPOD DROP,,syrup,10ML,53
MACPOD SYP 100,,syrup,1*100MG,109.825
MACPOD SYP 50,,syrup,1*50MG,59.9
MAGNATUSS SYP,,syrup,100ML,52.8
MAGNATUSS-T SYP,,syrup,100ML,70.395
MAHACEF-100 DRY syrup,,syrup,30ML,54.05
MAHACEF 50MG syrup,,syrup,30ML,31.13
MECONERV-Z SYP,,syrup,200ML,176.64
MEFCURE PLUS,,syrup,60ML,33.93
MEFIKIND-DS SYP,,syrup,60ML,24.32
MEFIKIND FORTE SYP,,syrup,60ML,26.7533
MEFTAL SPAS DROP,,syrup,10ML',30.7167
MEFTAL-SPAS SYP,,syrup,1*30ML,27.74
MEFTAL SPAS SYP,,syrup,60ML,59.1333
MEGA CV 228.5MG DRY syrup,,syrup,30ML,37.9
MEGA CV DROP 1.7,,syrup,1*10ML,36.35
MEGA CV D.S 228.5MG SYP,,syrup,1*30ML,37.985
MEGA CV FORTE DRY SYP,,syrup,1*30ML,68.935
MENTAT DS SYP,,syrup,100ML,92.39
MENTAT SYP,,syrup,1*200ML,106.07
METROGYL SUSP.,,syrup,1*60ML,24.66
MICROCEF 100 MG SYP,,syrup,1*30ML,97.055
MICROCEF 50 SYP,,syrup,30ML,68.42
MICROCEF CV 50 SYP,,syrup,30ML,71.215
MILIXIM 50 DS SYP,,syrup,30ML,31.7867
MILK OF MAGNESIA,,syrup,340ML,72.96
MOM PLUS SYP,,syrup,170ML,84.475
MONOCEF 100MG SYP,,syrup,1*30ML,100.225
MONOCEF-O 100MG TAB,,syrup,1*10,91.39
MONOCEF O 200 TAB,,syrup,1*10,104.793
MONOCEF O 50MG SYP,,syrup,1*30ML,53.915
MONOCEF-O CV 100/62.5,,syrup,30ML,102.87
MONOCEF O CV 100MG DR SYP,,syrup,1*30ML,96.76
MONOCEF O CV 50MG DR SYP,,syrup,1*30ML,67.57
MONOCEF O DRY SYP 100,,syrup,1*30ML,98.13
MONOCEF O DRY SYP 50,,syrup,1*30ML,53.915
MONTAIR LC KID syrup,,syrup,60ML,80.715
MONTEL LC SYP,,syrup,30ML,17
MONTICOPE SUSPENTION SYRP,,syrup,1*60ML,52.8
MONTICOPE SYP,,syrup,30ML,28.1633
MONTINA-L SYP,,syrup,1*30ML,25.2233
MONTINA L SYP,,syrup,1*60ML,42.16
MONTRAL SYP,,syrup,60ML,71.22
MOVICOL LIQUID,,syrup,200 ML,269.01
MOXIKIND CV DROP,,syrup,1*10ML,50.32
MOXIKIND CV FORTE,,syrup,30ML,96.71
MOXIKIND CV FORTE SYRP,,syrup,1,0
MOXIKIND CV SYP,,syrup,30ML,43.455
NEERI KFT,,syrup,200ML,340.05
NEERI SYP,,syrup,100ML,66.01
NEERI SYP,,syrup,200ML,125.025
NEOGADINE ELIXIR,,syrup,1*300ML,152.45
NEOPEPTINE DROP,,syrup,1*15ML,73.7267
NEOPEPTINE LIQUID,,syrup,1*60ML,84.48
NEUROCETAM SYP,,syrup,100ML,241.92
NIZONIDE-O SYP,,syrup,1*50ML,71.35
NIZONIDE SYP,,syrup,30ML,29.0333
NOBEL PLUS SYP,,syrup,60ML,29.5667
NOR-METROGYL O SYP,,syrup,1*60ML,33.238
NORMET SYP,,syrup,60ML,36.89
NOZUKA AF DROP,,syrup,1*15ML,30.64
NOZUKA AF SYP,,syrup,60ML,46.845
NUROKIND DROP,,syrup,15ML,38.405
NUROKIND SYP,,syrup,210ML,92.935
NUTROLIN-B SYP,,syrup,1*60ML,33.505
O2M SYP,,syrup,60ML,39.865
O2 PRO SUSPENSION,,syrup,5ML,22.966
O2 SYP,,syrup,30ML,41.135
ODOXIL 125MG/5ML,,syrup,30ML,13.805
ODOXIL DRY SYP,,syrup,1*30ML,13.92
OFLOMAC FORTE SYP,,syrup,1*30ML,41.4667
OFLOMAC-M FORTE SYP,,syrup,1*30ML,25.655
OFLOMAC-M SYP,,syrup,1*30ML,20.0133
OFLOMAC SYP,,syrup,1*30ML,23.04
ONDEM SYP,,syrup,1*30ML,28.248
OROFER SYP,,syrup,150ML,119.11
OROFER XT DROP,,syrup,15ML,79.2533
OROFER XT PLUS SYRP,,syrup,1*200ML,139.155
OSTEBON SYRP 200ML,,syrup,1*200ML,53.76
OSTOCALCIUM SYP L/L,,syrup,1*200ML,110.6133
OVERZYME syrup,,syrup,200ML,98.57
OXYCRAT SYP,,syrup,200ML,105.68
OZOTRAN SYP,,syrup,1*30ML,31.2
PANKREOFLAT SYP,,syrup,100NL,111.36
PANTOP MPS SYP,,syrup,200ML,52.72
PEDIC DROP,,syrup,1*15ML,55.7767
PEDIC syrup,,syrup,200ML,94.62
PERISET SYP,,syrup,1*30ML,26.254
PHENSEDYL CR SYP,,syrup,1*100ML,54.84
PHENSEDYL DX SYP,,syrup,100ML,25.005
PHENSEDYL LR SYP,,syrup,100ML,73.79
PHENSEDYL T SYP,,syrup,100ML,97.9933
PHEXIN  DRY SYP,,syrup,1*30ML,88.235
PHEXIN PED DROP,,syrup,1*10ML,65.395
PHEXIN REDISYP,,syrup,60ML,64.365
PIRITON CS SYP,,syrup,1*100ML,79.25
PIRITON EXP SYP,,syrup,1*120ML,65.39
PIRITON SYP,,syrup,460ML,82.99
PLATIMAX SYP,,syrup,100ML,145.91
PLATOGARD SYP,,syrup,200ML,154.815
POLYBION LC SYP,,syrup,1*250ML,121.75
POLYBION SF SYP,,syrup,1*100ML,33.765
POLYBION SF SYP 250ML,,syrup,1*250,70.075
PRACTIN-EN SYP,,syrup,1*200ML,94.08
PRACTIN SYP,,syrup,1*200ML,92.15
RANIDOM MPS SYP,,syrup,1*170ML,59.5267
RANIDOM-O SUS.,,syrup,1*200ML,92.27
RANIDOM PD,,syrup,100ML,48.02
RANTAC MPS LA 170ML,,syrup,1*170ML,70.57
RANTAC-MPS SYP,,syrup,1*170ML,69.835
RAVE 3 DROP,,syrup,15ML,36.1133
RAVE 3 SYP,,syrup,200ML,109.07
RAVIRON XT DROP,,syrup,15ML,50.7067
RAVIRON XT SYP,,syrup,150ML,99.065
RCIFAX SUSPENSION,,syrup,1*60ML,109.55
R-CIN SYP,,syrup,200ML,66.38
RELENT COLD DROP,,syrup,15ML,52.22
RELENT COLD SYP,,syrup,60ML,57.985
RELENT PLUS SYP,,syrup,60ML,65.2
RESPIRA LS SYP,,syrup,60ML,24.96
RESPIRA SYP,,syrup,100ML,18.04
RISDONE LIQUID,,syrup,60ML,93.415
ROXID 100MG SYP,,syrup,1*30ML,104.43
ROXID DROP,,syrup,1*10ML,55.4933
ROXID SYP,,syrup,60ML,115.198
RX PLUS SYP,,syrup,200ML,100.61
SATROGYL O SYP,,syrup,30ML,54.52
SHELCAL SYP,,syrup,1*200ML,78.5767
SILYBON SYP,,syrup,1*100ML,128.26
SILYBON SYP,,syrup,200ML,245.755
SORBILINE SYP,,syrup,1*100ML,59.415
SORBILINE SYP 200ML,,syrup,1*200ML,89.5533
SPECTRATIL 50MG SYP,,syrup,30ML,49.91
TELEKAST L KID SYP,,syrup,60ML,79.225
THEO-ASTHALIN SYP,,syrup,1*100ML,54.3633
TULSI 51 DROP,,syrup,1*24ML,135.6533
ULPAN GEL,,syrup,200ML,99.16
 URIKIND KM6 SYP,,syrup,1*100ML,62.73
URIKIND-KM6 SYP,,syrup,1*200ML,112.445
URIKIND-K SYP,,syrup,1*100ML,42.165
VALPARIN SYP,,syrup,1*200ML,99.78
VALPROL syrup,,syrup,200ML,94.84
WIKORYL AF DROP,,syrup,15ML,55.9867
WIKORYL AF SYP,,syrup,60ML,46.16
WIKORYL DS,,syrup,60ML,53.52
 WIKORYL SYP,,syrup,1*60ML,48.6567
XOCLAVE-228.5,,syrup,30ML,39.725
XOCLAVE-DUO,,syrup,30ML,83.74
 XPECT-B SYP,,syrup,1*100ML,66.67
XPECT-D,,syrup,100ML,63.25
 XPECT-LS,,syrup,100ML,68.345
XPECT-PD,,syrup,100ML,69.8867
 XYL SYP,,syrup,200ML,118.87
 ZADY-200 SYP,,syrup,30ML,65.995
 ZADY SYP,,syrup,10ML,24.02
 ZANOCIN 100MG,,syrup,1*60ML,76.05
 ZANOCIN 50MG,,syrup,1*60ML,41.1067
 ZEET DX SYP,,syrup,100ML,74.845
ZEET SYP,,syrup,1*100ML,71.305
 ZENFLOX-PLUS DRY SRP,,syrup,1*30ML,37.49
 ZENFLOX SUSP syrup,,syrup,1*60ML,36.6067
 ZENOXA SYP,,syrup,100ML,249.59
 ZENTEL SUS,,syrup,1*10ML,13.38
 ZIFI 100 SYP,,syrup,30ML,55.104
ZIFI 50 DRY SYP,,syrup,1*30ML,33.7233
ZIFI CV 100 DRY,,syrup,30ML,92.15
ZIFI CV 100SYP,,syrup,50ML,140.775
ZIFI CV 50,,syrup,30ML,62.9933
 ZIFI CV 50 SYP,,syrup,50ML,93.74
 ZIFI DROP,,syrup,1*10ML,49.845
ZIFIX DRY SYP,,syrup,30ML,38.02
ZINCOVIT SYP,,syrup,1*200ML,99.83
2 SACHET +,,powdersachet,1,12.676
3 SACHET +,,powdersachet,1,18.524
4LW SACHET,,powdersachet,1,19.5043
4 SACHET +,,powdersachet,1,26.568
ABZORB POWDER,,powdersachet,100gm,89.38
AMLA POWDER,,powdersachet,100gm,36.965
ARGIPREG SACHET,,powdersachet,6.5gm,26.2444
ARZE SACHET,,powdersachet,10gm,43.816
BETADINE POWDER 5%,,powdersachet,10gm,84.104
BIFILAC SACHETS,,powdersachet,1,11.504
CALCIROL SACHET,,powdersachet,1g,34.622
CALSHINE 60K SACHET,,powdersachet,1gm,29.06
CANDID POWDER,,powdersachet,"50gm,100gm","56.145,87.75"
CIPLADIN POWDER,,powdersachet,10gm,15.002
CREMADIET PLUS SF,,powdersachet,"100gm,300gm","134.93,288.05"
CREMADIET POWDER,,powdersachet,"140gm,300gm","117.52,198.69"
D3 HD FAST SACHET,,powdersachet,1gm,31.643
ENTROFLORA SACHET,,powdersachet,1gm,27.6435
FIXON POWDER,,powdersachet,1pc,26.5733
FLUCOS POWDER,,powdersachet,100gm,89.31
FOSFOCIN SACHET,,powdersachet,8gm,224.11
FREEGO POW,,powdersachet,90gm,173.25
GASHAR CHURNA,,powdersachet,100gm,70.85
LACTIFIBER POWD,,powdersachet,180gm,295.68
LACTIFIBER POWD,,powdersachet,90gm,172.8033
MONUROL SACHET,,powdersachet,3gm,323.5967
MOVICOL PAEDIATRIC SACHET,,powdersachet,6.85gm,57.61
MOVICOL POWDER,,powdersachet,13.81gm,47.92
NATUROLAX A POWDER,,powdersachet,300gm,217.7167
NATUROLAX POWDER,,powdersachet,100gm,82.32
NEOSPORIN POW,,powdersachet,10gm,54.0433
ROWASA 1GM SACHET,,powdersachet,1gm,41.3738
ROWASA 500MG SACHET,,powdersachet,500mg,19.3536
SIMYL MCT OIL,,powdersachet,100ml,161.3011
SOFTOLAX POWDER,,powdersachet,100gm,94.4667
SOFTOVAC POWDER,,powdersachet,"100gm,250gm","104.95,222.935"
SOFTOVAC SF,,powdersachet,"100gm,250gm","112.186,280.28"
 URIKIND KM SACHET,,powdersachet,5gm,19.971
VANFLU POWDER,,powdersachet,100gm,94.56
ABZORB POWDER,,powdersachet,100gm,89.38
ARGIPREG SACHET,,powdersachet,6.5gm,26.2444
ARZE SACHET,,powdersachet,10gm,43.816
ASHWAGANDHA CHURNA,,powdersachet,100gm,50.4
BETADINE POWDER 5%,,powdersachet,10gm,84.104
BIFILAC SACHETS,,powdersachet,1,11.504
BLUVIT D3 GRANUALS,,powdersachet,1gm,7.6773
CACIROL SACHET,,powdersachet,1,30.15
CALCIROL SACHET,,powdersachet,1gm,34.622
CALSHINE 60K SACHET,,powdersachet,1gm,29.06
CANDID POWDER,,powdersachet,"50gm,100gm","56.145,87.75"
CIPLADIN POWDER,,powdersachet,10gm,15.002
CREMADIET PLUS SF,,powdersachet,"100gm,300gm","134.93,288.005"
CREMADIET POWDER,,powdersachet,"140gm,300gm","117.52,198.69"
DIVYA CHURNA,,powdersachet,100gm,44.68
D-UP,,powdersachet,1gm,20.2775
ECONORM POWE 250MG SACH,,powdersachet,250mg,34.5544
ENO JAR REGULAR,,powdersachet,100gm,91.67
ENO LEMON JARR,,powdersachet,100gm,100
ENO LEMON POUCH,,powdersachet,5gm,6.664
ENTERO PLUS,,powdersachet,1,35.332
ENTROFLORA SACHET,,powdersachet,1gm,27.6435
FIXON POWDER,,powdersachet,1pc,26.5733
FLUCOS POWDER,,powdersachet,100gm,89.31
FOSFOCIN SACHET,,powdersachet,8gm,224.11
FREEGO POW,,powdersachet,"90gm,150gm","173.25,243.54"
FUNZI MX POWDER 75GM,,powdersachet,75gm,78.7
GASHAR CHURNA,,powdersachet,100gm,70.85
HEALTH OK SACHET,,powdersachet,6,23.04
LACTIFIBER POWD,,powdersachet,"90gm,180gm","172.80,295.68"
MONUROL SACHET,,powdersachet,3gm,323.5967
MOVICOL PAEDIATRIC SACHET,,powdersachet,6.85gm,57.61
MOVICOL POWDER,,powdersachet,13.81gm,47.92
NATUROLAX A POWDER,,powdersachet,300gm,217.7167
NATUROLAX POWDER,,powdersachet,100gm,82.32
NEOSPORIN POW,,powdersachet,10gm,54.0433
REDOTIL 10GM POW,,powdersachet,10gm,7.8
ROWASA 1GM SACHET,,powdersachet,"500mg,1gm","19.35,41.37"
SOFTOLAX POWDER,,powdersachet,100gm,94.46
SOFTOVAC POWDER,,powdersachet,"100gm,250gm","104.95,222.935"
SOFTOVAC SF,,powdersachet,"100gm,250gm","112.186,280.28"
AGROW DANT AUSHADHI,,toothpaste,40gm,32.005
AGROW DANT MANJAN,,toothpaste,100gm,61.66
ARODENT 100GM,,toothpaste,100gm,87.475
ARODENT TOOTH PASTE,,toothpaste,"50gm,200gm","55.04,153.655"
CLOSEUP FRESH GEL,,toothpaste,50gm,18.18
CLOSEUP PASTE,,toothpaste,"80gm,150gm","36.36,77.27"
C.N.B.C TOOTH & GUM GEL,,toothpaste,50gm,53.76
DIVYA MANJAN,,toothpaste,100gm,54.47
EMOFORM PASTE ,,toothpaste,"50gm,100gm","56.58,85.61"
EMOFORM PASTE-R ,,toothpaste,"100gm,150gm","88.89,124.63"
EMOFORM TOOTH PASTE,,toothpaste,150gm,118.8733
ENSHINE HERBAL toothpaste,,toothpaste,100gm,44.976
ENSHINE PAST,,toothpaste,50gm,28.1433
GLISTER TOOTHPAST,,toothpaste,190gm,243.56
GLIZER PAST 100GM,,toothpaste,"50gm,100gm","51.98,86.14"
AHAGLOW 100G F/W,,facewash,100g,333.4
AHAGLOW S facewash,,facewash,60ml,316.63
AHAGLOW TUBE 50,,facewash,50,194.13
ALOEVERA GEL,,facewash,"60ml,150ml","40.02,80.05"
ALOEVERA KESHAR CHANDAN,,facewash,"60ml,150ml","48.91,97.84"
CLEAN AND DRY ALOVERA,,facewash,90ml,139
CLEAN & CLEAR FOAMIN facewash,,facewash,"20ml,150ml","16.36,144.38"
CLEAN & CLEAR F/W 100,,facewash,100ml,113.755
CLEAN&CLEAR MORNING ENERGY,,facewash,"50ml,100ml","70.01,126.875"
CLEAN N CLEAR facewash 50M,,facewash,50,61.2567
CLINGEN WASH,,facewash,100ml,105.605
EMAMI FAIR&HANDSOME facewash,,facewash,50gm,63.64
EMAMI FAIR N HANDSOME CREM,,facewash,30gm,48
EMAMI KESH KING ANTI/H SHAMPO,,facewash,200ml,101.4633
facewash HONEY ORANGE,,facewash,60gm,36
facewash NEEM TULSI,,facewash,"60gm,100gm","40.17,55.99"
facewash NEEM TULSI,,facewash,60ml,36
facewash ORANGE ALOEVERA,,facewash,60ml,36
facewash ROSE,,facewash,60gm,36
facewash SAUNDARYA,,facewash,"60ml,100gm","48.033,72.05"
FAIR& LOVELY facewash INSTANT,,facewash,"20gm,50gm,100gm","20.98,56.14,103.64"
FAIR & LOVELY F/W,,facewash,50gm,54.55
FAIR & LOVELY GLOWING SOAP,,facewash,75*4,78.33
FAIR&LOVELY INSTANT FAIRNESS,,facewash,50gm,118.17
FAIR&LOVELY MENS facewash,,facewash,20gm,29.9
FAIR&LOVELY MEN'S INSTANT FW,,facewash,50gm,77.2767
FAIR & LOVELY MULTIVITAMIN,,facewash,"25gm,50gm","49.08,93.67"
FAIR&LOVELY MULTIVITAMIN CREA,,facewash,15gm,18.19
FAIR & LOVELY M/V,,facewash,20gm,20.98
AEROCORT FORTE ROTACAPS,,rotacapinhalers,30,59.15
AEROCORT INHALER 200,,rotacapinhalers,1,170.155
AEROCORT ROTACAPS,,rotacapinhalers,30,32.77
AIRTEC FB 400 R/C,,rotacapinhalers,30CAP,155.88
AIRTEC SF 500,,rotacapinhalers,30CAPS,332.08
AIRZ,,rotacapinhalers,30,344.83
ASTHALINE ROTACAP,,rotacapinhalers,60CAP,32.5233
ASTHALIN HFA INH.,,rotacapinhalers,200MD,108.8667
ASTHALIN RESPIRATOR,,rotacapinhalers,15ML,8.9033
ASTHALIN RESPULSE,,rotacapinhalers,2.5ML,4.0008
ASTHALIN ROTACAPS,,rotacapinhalers,30,16.255
AVAMYS N/S,,rotacapinhalers,1,282.46
AZEFLO NASAL SPRAY,,rotacapinhalers,7ML,266.96
